index,season,iso,city,composer,db,dd,nat,mf,work,worknat,type,start date,performances,production
16564,1415,uk,Ullapool,Verdi,18131010,19010127,it,m,Macbeth,it,~,20141018,1,
16565,1415,uk,Whitehaven,Krasa,1899,1944,de,m,Brundibar,de,~C,20150227,3,
16566,1415,uk,Woking,Britten,19131122,19761204,uk,m,The Turn of the Screw,uk,~B,20141030,1,
16567,1415,uk,Woking,Mozart,17560127,17911205,at,m,La finta giardiniera,it,~,20141028,2,
16568,1415,uk,Woking,Verdi,18131010,19010127,it,m,La traviata,it,~,20141029,2,
16569,1415,uk,Wolverhampton,Donizetti,17971129,18480408,it,m,L'assedio di Calais,it,~,20150414,1,
16570,1415,uk,Wolverhampton,Puccini,18581222,19241129,it,m,La boheme,it,~,20150413,1,
16571,1415,us,Albuquerque,Faccio,18400308,18910721,it,m,Amleto,it,~,20141025,3,!
16572,1415,us,Albuquerque,Puccini,18581222,19241129,it,m,La boheme,it,~,20150322,4,
16573,1415,us,Anchorage,Mozart,17560127,17911205,at,m,Der Schauspieldirektor,de,~B,20150220,6,
16574,1415,us,Anchorage,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141107,3,
16575,1415,us,Anchorage,Rimsky-Korsakov,1844,1908,ru,m,Mozart et Salieri,ru,~B,20150220,6,
16576,1415,us,Annandale,Smyth,18580422,19440508,uk,f,The Wreckers,uk,~,20150724,5,!
16577,1415,us,Annapolis,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20150131,1,
16578,1415,us,Annapolis,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20150313,2,
16579,1415,us,Arlington,Heggie,19610331,,us,m,Three Decembers,us,~,20140927,4,
16580,1415,us,Atlanta,Heggie,19610331,,us,m,Three Decembers,us,~,20150528,3,!
16581,1415,us,Atlanta,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20150404,4,
16582,1415,us,Atlanta,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141108,4,!
16583,1415,us,Atlanta,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20150228,4,!
16584,1415,us,Austin,Gounod,1818,1893,fr,m,Romeo et Juliette,fr,~,20150124,3,
16585,1415,us,Austin,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20150425,3,
16586,1415,us,Austin,Verdi,18131010,19010127,it,m,Un ballo in maschera,it,~,20141108,3,!
16587,1415,us,Baltimore,Dove,19590718,,uk,m,Mansfield Park,uk,~,20150212,4,
16588,1415,us,Baltimore,Massenet,1842,1912,fr,m,Cendrillon,fr,~,20141114,3,
16589,1415,us,Baltimore,Mozart,17560127,17911205,at,m,Die Entfuhrung aus dem Serail,de,~,20150307,2,
16590,1415,us,Baltimore,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141107,2,
16591,1415,us,Berkeley,Donizetti,17971129,18480408,it,m,Don Pasquale,it,~,20150118,1,
16592,1415,us,Berkeley,Donizetti,17971129,18480408,it,m,Poliuto,it,~,20150328,1,c
16593,1415,us,Berkeley,Donizetti,17971129,18480408,it,m,Poliuto,it,~,20150401,1,c
16594,1415,us,Berkeley,Leoncavallo,18570423,19190809,it,m,Pagliacci,it,~B,20150607,1,
16595,1415,us,Berkeley,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20150726,1,
16596,1415,us,Berkeley,Rossini,17920229,18681113,it,m,Zelmira,it,~,20150215,1,c
16597,1415,us,Berkeley,Rossini,17920229,18681113,it,m,Zelmira,it,~,20150217,1,c
16598,1415,us,Berkeley,Verdi,18131010,19010127,it,m,I due Foscari,it,~,20150503,1,c
16599,1415,us,Berkeley,Verdi,18131010,19010127,it,m,I due Foscari,it,~,20150504,1,c
16600,1415,us,Binghamton,Gounod,1818,1893,fr,m,Faust,fr,~,20150417,2,
16601,1415,us,Binghamton,Rossini,17920229,18681113,it,m,L'italiana in Algeri,it,~,20150206,2,
16602,1415,us,Binghamton,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20141024,2,
16603,1415,us,Birmingham AL,Puccini,18581222,19241129,it,m,La boheme,it,~,20150313,2,
16604,1415,us,Birmingham AL,"Thomas,A",1811,1896,fr,m,Hamlet,fr,~,20150123,2,
16605,1415,us,Bloomington,Handel,1685,1759,uk,m,Alcina,,~,20150206,4,!
16606,1415,us,Bloomington,Menotti,1911,2007,us,m,The Last Savage,us,~,20141114,4,
16607,1415,us,Bloomington,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20150410,4,
16608,1415,us,Bloomington,Puccini,18581222,19241129,it,m,La boheme,it,~,20141017,5,
16609,1415,us,Bloomington,Rossini,17920229,18681113,it,m,L'italiana in Algeri,it,~,20140919,4,
16610,1415,us,Boise,Gluck,1714,1787,de,m,Orfeo ed Euridice,,~,20141024,2,
16611,1415,us,Boise,Krasa,1899,1944,de,m,Brundibar,de,~C,20150416,1,
16612,1415,us,Boise,Rossini,17920229,18681113,it,m,Il barbiere di Siviglia,it,~,20150508,2,
16613,1415,us,Boise,"Tchaikovsky,P",1840,1893,ru,m,Eugene Onegin,ru,~,20150213,2,
16614,1415,us,Boise,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20141114,2,
16615,1415,us,Boston,Handel,1685,1759,uk,m,The Messiah,,~O,20141128,3,c
16616,1415,us,Boston,Haydn,1732,1809,at,m,Die Schopfung,it,~O,20150501,2,c
16617,1415,us,Boston,Janacek,1854,1928,cz,m,Kat'a Kabanova,cz,~,20150313,5,
16618,1415,us,Boston,"Martin,F",1890,1974,ch,m,Le vin herbe,ch,~,20141119,4,!
16619,1415,us,Boston,Mendelssohn,1809,1847,de,m,Elijah,de,~,20150306,2,c
16620,1415,us,Boston,Monteverdi,1567,1643,it,m,Il ritorno d'Ulisse in patria,it,~,20150607,2,
16621,1415,us,Boston,Monteverdi,1567,1643,it,m,L'incoronazione di Poppea,it,~,20150609,2,
16622,1415,us,Boston,Monteverdi,1567,1643,it,m,L'orfeo,it,~,20150613,1,
16623,1415,us,Boston,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20150601,5,!
16624,1415,us,Boston,Verdi,18131010,19010127,it,m,La traviata,it,~,20141010,5,!
16625,1415,us,Bozeman,Puccini,18581222,19241129,it,m,Gianni Schicchi,it,~B,20150515,2,
16626,1415,us,Bozeman,Puccini,18581222,19241129,it,m,Suor Angelica,it,~B,20150515,2,
16627,1415,us,Caramoor,Donizetti,17971129,18480408,it,m,La favorite,it,~,20150711,1,c
16628,1415,us,Caramoor,Poulenc,18990107,19630130,fr,m,Dialogues des Carmelites,fr,~,20150725,1,c
16629,1415,us,Castleton,Gounod,1818,1893,fr,m,Romeo et Juliette,fr,~,20150703,4,
16630,1415,us,Castleton,Ravel,1875,1937,fr,m,L'Heure espagnole,fr,~B,20150711,3,
16631,1415,us,Castleton,"Wang,D",,,us,m,Scalia/Ginsburg,us,~B,20150711,3,P
16632,1415,us,Cedar Rapids,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20150116,2,!
16633,1415,us,Charleston SC,Cavalli,1602,1676,it,m,Veremonda,it,~,20150523,5,
16634,1415,us,Charleston SC,Huang,1976,,us,m,Paradise Interrupted,us,~,20150522,5,P
16635,1415,us,Charlottesville,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20150710,4,
16636,1415,us,Charlotte,Donizetti,17971129,18480408,it,m,Lucia di Lammermoor,it,~,20150411,3,
16637,1415,us,Charlotte,Puccini,18581222,19241129,it,m,Turandot,it,~,20150124,3,
16638,1415,us,Charlotte,Verdi,18131010,19010127,it,m,Nabucco,it,~,20141018,3,
16639,1415,us,Chautauqua,"Tchaikovsky,P",1840,1893,ru,m,Eugene Onegin,ru,~,20150731,2,
16640,1415,us,Chautauqua,Verdi,18131010,19010127,it,m,Macbeth,it,~,20150711,1,
16641,1415,us,Chicago,Bloch,18800724,19590715,ch,m,Macbeth,ch,~,20140913,4,
16642,1415,us,Chicago,Donizetti,17971129,18480408,it,m,Anna Bolena,it,~,20141206,8,
16643,1415,us,Chicago,Gershwin,1898,1937,us,m,Porgy and Bess,us,~,20141117,12,
16644,1415,us,Chicago,"Gordon,R",19560515,,us,m,A Coffin in Egypt,us,~,20150425,4,
16645,1415,us,Chicago,"Martinez,J",19410627,,mx,m,El pasado nunca se termina,mx,~,20150328,2,P
16646,1415,us,Chicago,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20140927,18,!
16647,1415,us,Chicago,Picker,19540718,,us,m,Therese Raquin,us,~,20150220,4,
16648,1415,us,Chicago,Puccini,18581222,19241129,it,m,Tosca,it,~,20150124,10,
16649,1415,us,Chicago,"Strauss,R",1864,1949,de,m,Capriccio,de,~,20141006,7,
16650,1415,us,Chicago,Verdi,18131010,19010127,it,m,Il trovatore,it,~,20141027,8,
16651,1415,us,Chicago,"Wagner,Richard",18130522,18830213,de,m,Tannhauser,de,~,20150209,7,
16652,1415,us,Chicago,Weinberg,1919,1996,pl,m,Die Passagierin,pl,~,20150224,6,
16653,1415,us,Cincinnati,Donizetti,17971129,18480408,it,m,Don Pasquale,it,~,20150709,2,
16654,1415,us,Cincinnati,"Gordon,R",19560515,,us,m,Morning Star,us,~,20150630,7,P
16655,1415,us,Cincinnati,Puccini,18581222,19241129,it,m,Turandot,it,~,20150725,3,
16656,1415,us,Cincinnati,Verdi,18131010,19010127,it,m,Il trovatore,it,~,20150618,2,
16657,1415,us,Colorado Springs,Britten,19131122,19761204,uk,m,The Prodigal Son,uk,~,20150805,1,
16658,1415,us,Columbus,Leoncavallo,18570423,19190809,it,m,Pagliacci,it,~B,20150603,3,
16659,1415,us,Columbus,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20150304,3,
16660,1415,us,Columbus,Poulenc,18990107,19630130,fr,m,La Voix humaine,fr,~B,20150603,3,
16661,1415,us,Dallas,Catalani,1854,1893,it,m,La Wally,it,~,20150130,4,!
16662,1415,us,Dallas,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20141024,6,
16663,1415,us,Dallas,Puccini,18581222,19241129,it,m,La boheme,it,~,20150313,6,
16664,1415,us,Dallas,"Strauss,R",1864,1949,de,m,Salome,de,~,20141030,4,
16665,1415,us,Dallas,Talbot,19710825,,uk,m,Everest,uk,~,20150130,4,P
16666,1415,us,Dallas,"Tchaikovsky,P",1840,1893,ru,m,Iolanta,ru,~B,20150410,4,!
16667,1415,us,Dayton,Bizet,18381025,18750603,fr,m,Les Pecheurs de perles,fr,~,20150417,2,
16668,1415,us,Dayton,Heggie,19610331,,us,m,Dead Man Walking,us,~,20150227,2,
16669,1415,us,Dayton,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20141121,2,
16670,1415,us,Denver,Boismortier,16891223,17551028,fr,m,Don Quichotte chez la Duchesse,,~,20150728,2,
16671,1415,us,Denver,Britten,19131122,19761204,uk,m,The Prodigal Son,uk,~,20150729,1,
16672,1415,us,Denver,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20150502,4,
16673,1415,us,Denver,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141115,4,
16674,1415,us,Denver,Verdi,18131010,19010127,it,m,La traviata,it,~,20150711,13,
16675,1415,us,Detroit,Gounod,1818,1893,fr,m,Faust,fr,~,20150509,4,
16676,1415,us,Detroit,Lehar,1870,1948,hu,m,Die lustige Witwe,hu,~L,20150411,4,
16677,1415,us,Detroit,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141115,5,
16678,1415,us,Detroit,"Strauss,R",1864,1949,de,m,Elektra,de,~,20141018,4,
16679,1415,us,El Paso,Puccini,18581222,19241129,it,m,Tosca,it,~,20150319,2,
16680,1415,us,Eugene,Donizetti,17971129,18480408,it,m,L'elisir d'amore,it,~,20141231,2,
16681,1415,us,Fairfax,"Strauss,R",1864,1949,de,m,Salome,de,~,20150214,2,
16682,1415,us,Fairfax,Verdi,18131010,19010127,it,m,La traviata,it,~,20150321,2,
16683,1415,us,Fargo,Donizetti,17971129,18480408,it,m,La Fille du regiment,it,~,20150410,2,
16684,1415,us,Fargo,Nicolai,1810,1849,de,m,Die lustigen Weiber von Windsor,de,~,20141101,2,
16685,1415,us,Fort Collins,Boismortier,16891223,17551028,fr,m,Don Quichotte chez la Duchesse,,~,20150806,1,
16686,1415,us,Fort Lauderdale,Bizet,18381025,18750603,fr,m,Les Pecheurs de perles,fr,~,20150312,2,
16687,1415,us,Fort Lauderdale,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20150212,2,
16688,1415,us,Fort Lauderdale,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141204,2,
16689,1415,us,Fort Lee,Puccini,18581222,19241129,it,m,La boheme,it,~,20141019,2,
16690,1415,us,Fort Lee,Verdi,18131010,19010127,it,m,La traviata,it,~,20150406,1,
16691,1415,us,Fort Worth,Little,19781025,,us,m,Dog Days,us,~,20150424,6,!
16692,1415,us,Fort Worth,"Thomas,A",1811,1896,fr,m,Hamlet,fr,~,20150502,2,
16693,1415,us,Fort Worth,Verdi,18131010,19010127,it,m,La traviata,it,~,20150425,3,
16694,1415,us,Glimmerglass,Bernstein,19180825,19901014,us,m,Candide,us,~L,20150719,10,
16695,1415,us,Glimmerglass,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20150710,12,
16696,1415,us,Glimmerglass,Verdi,18131010,19010127,it,m,Macbeth,it,~,20150711,10,
16697,1415,us,Glimmerglass,Vivaldi,1678,1741,it,m,Catone in Utica,it,~,20150718,9,
16698,1415,us,Grand Rapids,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20141031,2,
16699,1415,us,Grand Rapids,Britten,19131122,19761204,uk,m,Noye's Fludde,uk,~C,20150213,3,
16700,1415,us,Grand Rapids,Puccini,18581222,19241129,it,m,Tosca,it,~,20150501,2,
16701,1415,us,Greensboro,Rossini,17920229,18681113,it,m,La cenerentola,it,~,20150828,2,
16702,1415,us,Honolulu,Dove,19590718,,uk,m,Siren Song,uk,~,20150320,5,
16703,1415,us,Honolulu,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141010,3,
16704,1415,us,Honolulu,"Wagner,Richard",18130522,18830213,de,m,Der fliegende Hollander,de,~,20150213,3,
16705,1415,us,Houston,Bell,19800814,,uk,m,A Christmas Carol,uk,~,20141205,10,P
16706,1415,us,Houston,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20150320,7,
16707,1415,us,Houston,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20141114,7,
16708,1415,us,Houston,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20141031,5,
16709,1415,us,Houston,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20150120,5,
16710,1415,us,Houston,Mozart,17560127,17911205,at,m,La clemenza di Tito,it,~,20150130,7,
16711,1415,us,Houston,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20150123,6,
16712,1415,us,Houston,Verdi,18131010,19010127,it,m,Otello,it,~,20141024,5,
16713,1415,us,Houston,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20140926,7,
16714,1415,us,Houston,"Wagner,Richard",18130522,18830213,de,m,Die Walkure,de,~,20150418,5,
16715,1415,us,Indianapolis,Nyman,1944,,uk,m,The Man who Mistook his Wife for a Hat,uk,~,20150821,3,
16716,1415,us,Indianola,Janacek,1854,1928,cz,m,Jenufa,cz,~,20150705,5,
16717,1415,us,Indianola,Mozart,17560127,17911205,at,m,Die Entfuhrung aus dem Serail,de,~,20150626,5,
16718,1415,us,Indianola,Puccini,18581222,19241129,it,m,La fanciulla del West,it,~,20150627,5,
16719,1415,us,Kansas City,Puccini,18581222,19241129,it,m,Tosca,it,~,20150418,4,
16720,1415,us,Kansas City,Puts,19720103,,us,m,Silent Night,us,~,20150221,4,
16721,1415,us,Kansas City,Rossini,17920229,18681113,it,m,L'italiana in Algeri,it,~,20141108,4,
16722,1415,us,Kansas City,Verdi,18131010,19010127,it,m,La traviata,it,~,20140927,4,
16723,1415,us,Knoxville,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20150213,2,
16724,1415,us,Knoxville,Verdi,18131010,19010127,it,m,Il trovatore,it,~,20150424,2,
16725,1415,us,Lake George,Beck,,,us,m,The Long Walk,us,~,20150710,4,P
16726,1415,us,Lake George,Purcell,1659,1695,uk,m,Dido and Aeneas,uk,~B,20150706,4,
16727,1415,us,Lake George,Rossini,17920229,18681113,it,m,La cenerentola,it,~,20150702,5,!
16728,1415,us,Lancaster,Donizetti,17971129,18480408,it,m,Don Pasquale,it,~,20150528,3,
16729,1415,us,Lancaster,Menotti,1911,2007,us,m,Amahl and the Night Visitors,us,~C,20141207,1,
16730,1415,us,Lancaster,Menotti,1911,2007,us,m,Amahl and the Night Visitors,us,~C,20141212,1,
16731,1415,us,Logan,Puccini,18581222,19241129,it,m,La boheme,it,~,20150708,6,
16732,1415,us,Long Beach,Bryars,19430116,,uk,m,Marilyn forever,uk,~,20150321,2,
16733,1415,us,Long Beach,Glass,1937,,us,m,Hydrogen Jukebox,us,~,20150530,4,
16734,1415,us,Long Beach,Picker,19540718,,us,m,Therese Raquin,us,~,20150124,2,!
16735,1415,us,Los Angeles,Beethoven,1770,1827,de,m,Missa Solemnis,de,~O,20150109,3,!
16736,1415,us,Los Angeles,Catan,19490403,20110408,mx,m,Florencia en el Amazonas,mx,~,20141122,6,
16737,1415,us,Los Angeles,Chin,19610714,,kr,f,Alice in Wonderland,kr,~,20150227,2,!
16738,1415,us,Los Angeles,Corigliano,1938,,us,m,The Ghosts of Versailles,us,~,20150207,6,!
16739,1415,us,Los Angeles,Gruber,19430103,,at,m,Frankenstein,at,~B,20150113,1,
16740,1415,us,Los Angeles,Little,19781025,,us,m,Dog Days,us,~,20150611,4,
16741,1415,us,Los Angeles,Mendelssohn,1809,1847,de,m,A Midsummer Night's Dream,de,~,20150728,1,
16742,1415,us,Los Angeles,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20150321,6,
16743,1415,us,Los Angeles,Orff,1895,1982,de,m,Carmina Burana,de,~,20150721,2,
16744,1415,us,Los Angeles,Purcell,1659,1695,uk,m,Dido and Aeneas,uk,~B,20141025,6,
16745,1415,us,Los Angeles,Rossini,17920229,18681113,it,m,Il barbiere di Siviglia,it,~,20150228,6,
16746,1415,us,Los Angeles,Verdi,18131010,19010127,it,m,La traviata,it,~,20140913,6,
16747,1415,us,Los Angeles,Verdi,18131010,19010127,it,m,La traviata,it,~,20150809,1,
16748,1415,us,Louisville,Beethoven,1770,1827,de,m,Fidelio,de,~,20140919,2,
16749,1415,us,Louisville,Hagen,19611104,,us,m,A Woman in Morocco (avant-premiere),us,~,20150515,2,
16750,1415,us,Louisville,Previn,1929,,us,m,A Streetcar named Desire,us,~,20150215,2,
16751,1415,us,Louisville,Puccini,18581222,19241129,it,m,La fanciulla del West,it,~,20141114,2,
16752,1415,us,Madison,Beethoven,1770,1827,de,m,Fidelio,de,~,20141121,2,
16753,1415,us,Madison,Rossini,17920229,18681113,it,m,Il barbiere di Siviglia,it,~,20150424,2,
16754,1415,us,Memphis,Cipullo,1960,,us,m,Glory Denied,us,~,20150409,2,
16755,1415,us,Memphis,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20150115,2,
16756,1415,us,Memphis,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20141009,2,
16757,1415,us,Memphis,Poulenc,18990107,19630130,fr,m,Les mamelles de Tiresias,fr,~B,20150410,2,
16758,1415,us,Memphis,Purcell,1659,1695,uk,m,Dido and Aeneas,uk,~B,20150417,2,
16759,1415,us,Miami,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20141108,1,c
16760,1415,us,Miami,Bizet,18381025,18750603,fr,m,Les Pecheurs de perles,fr,~,20150228,3,
16761,1415,us,Miami,Donizetti,17971129,18480408,it,m,Don Pasquale,it,~,20150418,1,
16762,1415,us,Miami,Menotti,1911,2007,us,m,The Consul,us,~,20150509,5,
16763,1415,us,Miami,Mozart,17560127,17911205,at,m,Cosi fan tutte,it,~,20150124,3,
16764,1415,us,Miami,Puccini,18581222,19241129,it,m,Madama Butterfly,it,~,20141115,5,
16765,1415,us,Miami,Verdi,18131010,19010127,it,m,La traviata,it,~,20150307,2,
16766,1415,us,Miami,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20150711,2,
16767,1415,us,Miami,Verdi,18131010,19010127,it,m,Rigoletto,it,~,20150815,2,
16768,1415,us,Miami,Verdi,18131010,19010127,it,m,Un ballo in maschera,it,~,20140927,2,
16769,1415,us,Milwaukee,Aldridge,1954,,us,m,Elmer Gantry,us,~,20150313,2,
16770,1415,us,Milwaukee,Donizetti,17971129,18480408,it,m,L'elisir d'amore,it,~,20150508,2,
16771,1415,us,Milwaukee,Floyd,19260611,,us,m,Wuthering Heights,us,~,20150109,2,c
16772,1415,us,Milwaukee,Rossini,17920229,18681113,it,m,La cenerentola,it,~,20140919,12,
16773,1415,us,Milwaukee,"Wagner,Richard",18130522,18830213,de,m,Der Ring an 1 Abend,de,~,20150515,18,
16774,1415,us,Milwaukee,"Wagner,Richard",18130522,18830213,de,m,Der fliegende Hollander,de,~,20141024,2,
16775,1415,us,Minneapolis,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20150425,9,
16776,1415,us,Minneapolis,Donizetti,17971129,18480408,it,m,L'elisir d'amore,it,~,20150124,4,
16777,1415,us,Minneapolis,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20141101,4,
16778,1415,us,Minneapolis,Puccini,18581222,19241129,it,m,La fanciulla del West,it,~,20140920,4,
16779,1415,us,Minneapolis,Puts,19720103,,us,m,The Manchurian Candidate,us,~,20150307,4,P
16780,1415,us,Mobile,Massenet,1842,1912,fr,m,Werther,fr,~,20141024,2,
16781,1415,us,Mobile,Puccini,18581222,19241129,it,m,Manon Lescaut,it,~,20150327,2,
16782,1415,us,Modesto,Previn,1929,,us,m,A Streetcar named Desire,us,~,20150623,2,
16783,1415,us,Modesto,Puccini,18581222,19241129,it,m,Tosca,it,~,20150501,2,
16784,1415,us,Nashville,Catan,19490403,20110408,mx,m,Florencia en el Amazonas,mx,~,20150123,3,
16785,1415,us,Nashville,Puccini,18581222,19241129,it,m,La boheme,it,~,20141009,2,!
16786,1415,us,Nashville,Simon,19450625,,us,f,Romulus Hunt,us,~,20141205,3,
16787,1415,us,New Orleans,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20141010,2,
16788,1415,us,New Orleans,Donizetti,17971129,18480408,it,m,Lucia di Lammermoor,it,~,20150313,2,
16789,1415,us,New Orleans,"Dvorak,A",1841,1904,cz,m,Rusalka,cz,~,20141114,2,
16790,1415,us,New Orleans,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20150410,2,
16791,1415,us,New York,Adams,19470215,,us,m,The Death of Klinghoffer,us,~,20141020,8,!
16792,1415,us,New York,"Benjamin,G",19600131,,uk,m,Into the Little Hill,uk,~,20150816,1,
16793,1415,us,New York,"Benjamin,G",19600131,,uk,m,Written on Skin,uk,~,20150811,3,
16794,1415,us,New York,Bernstein,19180825,19901014,us,m,Trouble in Tahiti,us,~B,20150425,1,
16795,1415,us,New York,Bizet,18381025,18750603,fr,m,Carmen,fr,~,20140930,16,
16796,1415,us,New York,Bloch,18800724,19590715,ch,m,Macbeth,ch,~,20141210,3,
16797,1415,us,New York,Britten,19131122,19761204,uk,m,Albert Herring,uk,~,20150110,2,
16798,1415,us,New York,Britten,19131122,19761204,uk,m,Albert Herring,uk,~,20150117,2,
16799,1415,us,New York,Britten,19131122,19761204,uk,m,The Rape of Lucretia,uk,~,20150218,3,
16800,1415,us,New York,Donizetti,17971129,18480408,it,m,L'elisir d'amore,it,~,20150725,1,
16801,1415,us,New York,Donizetti,17971129,18480408,it,m,Lucia di Lammermoor,it,~,20150316,8,
16802,1415,us,New York,Floyd,19260611,,us,m,Markheim,us,~,20141205,9,
16803,1415,us,New York,Floyd,19260611,,us,m,Slow Dusk,us,~,20141205,9,
16804,1415,us,New York,Gounod,1818,1893,fr,m,Faust,fr,~,20150523,1,
16805,1415,us,New York,Hearne,1982,,?,m,The Source,?,~,20141022,4,P
16806,1415,us,New York,Humperdinck,1854,1921,de,m,Hansel und Gretel,de,~C,20141218,7,
16807,1415,us,New York,Kaminsky,19560928,,us,f,As One,us,~,20140904,3,P
16808,1415,us,New York,Lehar,1870,1948,hu,m,Die lustige Witwe,hu,~L,20141231,14,!
16809,1415,us,New York,Leoncavallo,18570423,19190809,it,m,Pagliacci,it,~B,20150411,1,
16810,1415,us,New York,Leoncavallo,18570423,19190809,it,m,Pagliacci,it,~B,20150414,8,!
16811,1415,us,New York,Martinu,18901208,19590828,cz,m,Alexandre Bis,cz,~B,20141014,4,
16812,1415,us,New York,Martinu,18901208,19590828,cz,m,The Comedy on the Bridge,cz,~B,20141014,4,
16813,1415,us,New York,Mascagni,1863,1945,it,m,Cavalleria rusticana,it,~B,20150414,8,!
16814,1415,us,New York,Massenet,1842,1912,fr,m,Manon,fr,~,20150309,6,
16815,1415,us,New York,Mollicone,1946,,us,m,Emperor Norton,us,~,20141107,2,
16816,1415,us,New York,Mollicone,1946,,us,m,The Face on the Barroom Floor,us,~,20141107,2,
16817,1415,us,New York,Montsalvatge,19120311,20020507,es,m,El gato con botas,es,~C,20141206,8,
16818,1415,us,New York,Mozart,17560127,17911205,at,m,Der Schauspieldirektor,de,~B,20150411,1,
16819,1415,us,New York,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20141006,9,
16820,1415,us,New York,Mozart,17560127,17911205,at,m,Die Zauberflote,de,~,20150429,3,
16821,1415,us,New York,Mozart,17560127,17911205,at,m,Don Giovanni,it,~,20150204,10,
16822,1415,us,New York,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20140922,15,!
16823,1415,us,New York,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20150424,3,
16824,1415,us,New York,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20150502,4,
16825,1415,us,New York,Mozart,17560127,17911205,at,m,Le nozze di Figaro,it,~,20150808,1,
16826,1415,us,New York,Offenbach,1819,1880,fr,m,Les contes d'Hoffmann,frde,~,20150112,12,
16827,1415,us,New York,Puccini,18581222,19241129,it,m,La boheme,it,~,20140923,15,
16828,1415,us,New York,Puccini,18581222,19241129,it,m,Tosca,it,~,20150605,2,
16829,1415,us,New York,Rameau,16830925,17640912,fr,m,Les Fetes de l'hymen et de l'amour,fr,~,20141009,1,
16830,1415,us,New York,Reid,19830323,,us,f,Winter's Child,us,~,20150113,2,P
16831,1415,us,New York,Rossini,17920229,18681113,it,m,Il barbiere di Siviglia,it,~,20141118,6,
16832,1415,us,New York,Rossini,17920229,18681113,it,m,Il barbiere di Siviglia,it,~,20150606,1,
16833,1415,us,New York,Rossini,17920229,18681113,it,m,Il turco in Italia,it,~,20141119,3,
16834,1415,us,New York,Rossini,17920229,18681113,it,m,La donna del lago,it,~,20150216,8,!
16835,1415,us,New York,Shostakovich,1906,1975,ru,m,Lady Macbeth of Mtsensk,ru,~,20141110,6,
16836,1415,us,New York,"Strauss,R",1864,1949,de,m,Daphne,de,~,20150715,2,c
16837,1415,us,New York,"Strauss,R",1864,1949,de,m,Salome,de,~,20150520,1,
16838,1415,us,New York,Stravinsky,1882,1971,ru,m,The Rake's Progress,ru,~,20150501,3,
16839,1415,us,New York,"Tchaikovsky,P",1840,1893,ru,m,Iolanta,ru,~B,20150126,8,!
16840,1415,us,New York,Verdi,18131010,19010127,it,m,Aida,it,~,20141030,16,
16841,1415,us,New York,Verdi,18131010,19010127,it,m,Don Carlos,it,~,20150330,8,
16842,1415,us,New York,Verdi,18131010,19010127,it,m,Ernani,it,~,20150320,7,
