"","year_ceremony","category","film","winner","year","genre1","genre2","genre3","rating","gross","runtime"
"537",1996,"INTERNATIONAL FEATURE FILM","O Quatrilho","False",1995,"Romance","Drama",NA,6.7,NA,"92"
"538",1996,"INTERNATIONAL FEATURE FILM","The Star Maker","False",1995,"Drama","Romance",NA,7.4,116797,"113"
"1321",1996,"INTERNATIONAL FEATURE FILM","All Things Fair","False",1995,"Drama","Romance","War",NA,NA,"130"
"1331",1996,"INTERNATIONAL FEATURE FILM","Antonia's Line","True",1995,"Drama","Comedy",NA,NA,9e+05,"102"
"134",1996,"INTERNATIONAL FEATURE FILM","Dust of Life","False",1995,"Drama",NA,NA,NA,NA,"87"
"546",1996,"WRITING","Apollo 13","False",1995,"Adventure","Drama","History",7.7,173837933,"140"
"548",1996,"WRITING","Babe","False",1995,"Comedy","Drama","Family",6.9,66600000,"91"
"549",1996,"WRITING","Leaving Las Vegas","False",1995,"Drama","Romance",NA,7.5,31968347,"111"
"550",1996,"WRITING","Sense and Sensibility","True",1995,"Drama","Romance",NA,7.7,43182776,"136"
"551",1996,"WRITING","Braveheart","False",1995,"Biography","Drama","History",8.4,75600000,"178"
"554",1996,"WRITING","Mighty Aphrodite","False",1995,"Comedy","Fantasy","Romance",7,6700000,"95"
"556",1996,"WRITING","Nixon","False",1995,"Biography","Drama","History",7.1,13560960,"192"
"558",1996,"WRITING","Toy Story","False",1995,"Animation","Adventure","Comedy",8.3,191796233,"81"
"562",1996,"WRITING","The Usual Suspects","True",1995,"Crime","Drama","Mystery",8.5,23341568,"106"
"529",1996,"WRITING","The Postman (Il Postino)","False",NA,NA,NA,NA,NA,NA,NA
"569",1997,"BEST PICTURE","The English Patient","True",1996,"Drama","Romance","War",7.4,78651430,"162"
"571",1997,"BEST PICTURE","Fargo","False",1996,"Crime","Thriller",NA,8.1,24611975,"98"
"573",1997,"BEST PICTURE","Jerry Maguire","False",1996,"Comedy","Drama","Romance",7.3,153952592,"139"
"575",1997,"BEST PICTURE","Shine","False",1996,"Biography","Drama","Music",7.6,35811509,"105"
"137",1997,"BEST PICTURE","Secrets & Lies","False",1996,"Drama",NA,NA,NA,4500000,"142"
"565",1997,"INTERNATIONAL FEATURE FILM","A Chef in Love","False",1996,"Comedy","Romance",NA,6.3,603957,"100"
"566",1997,"INTERNATIONAL FEATURE FILM","Prisoner of the Mountains","False",1996,"Drama","War",NA,7.5,661361,"99"
"567",1997,"INTERNATIONAL FEATURE FILM","Ridicule","False",1996,"Comedy","Drama","History",7.3,2503829,"102"
"135",1997,"INTERNATIONAL FEATURE FILM","Kolya","True",1996,"Music","Drama","Comedy",NA,1031764,"105"
"1361",1997,"INTERNATIONAL FEATURE FILM","The Other Side of Sunday","False",1996,"Drama","Comedy",NA,NA,NA,"103"
"577",1997,"WRITING","The Crucible","False",1996,"Drama","History",NA,6.8,7340103,"124"
"578",1997,"WRITING","The English Patient","False",1996,"Drama","Romance","War",7.4,78651430,"162"
"580",1997,"WRITING","Fargo","True",1996,"Crime","Thriller",NA,8.1,24611975,"98"
"582",1997,"WRITING","Jerry Maguire","False",1996,"Comedy","Drama","Romance",7.3,153952592,"139"
"584",1997,"WRITING","Lone Star","False",1996,"Drama","Mystery","Western",7.4,13269963,"135"
"585",1997,"WRITING","Shine","False",1996,"Biography","Drama","Music",7.6,35811509,"105"
"1381",1997,"WRITING","Hamlet","False",1996,"Drama",NA,NA,NA,NA,"242"
"139",1997,"WRITING","Sling Blade","True",1996,"Drama",NA,NA,NA,1e+06,"135"
"1403",1997,"WRITING","Trainspotting","False",1996,"Drama","Crime",NA,NA,4e+06,"94"
"1412",1997,"WRITING","Secrets & Lies","False",1996,"Drama",NA,NA,NA,4500000,"142"
"594",1998,"BEST PICTURE","As Good as It Gets","False",1997,"Comedy","Drama","Romance",7.7,148478011,"139"
"595",1998,"BEST PICTURE","Good Will Hunting","False",1997,"Drama","Romance",NA,8.3,138433435,"126"
"596",1998,"BEST PICTURE","L.A. Confidential","False",1997,"Crime","Drama","Mystery",8.2,64616940,"138"
"599",1998,"BEST PICTURE","Titanic","True",1997,"Drama","Romance",NA,7.9,659325379,"194"
"1442",1998,"BEST PICTURE","The Full Monty","False",1997,"Comedy",NA,NA,NA,3500000,"91"
"587",1998,"INTERNATIONAL FEATURE FILM","Character","True",1997,"Crime","Drama","Mystery",7.7,713413,"122"
"590",1998,"INTERNATIONAL FEATURE FILM","Four Days in September","False",1997,"Action","Drama","History",7.4,310724,"110"
"593",1998,"INTERNATIONAL FEATURE FILM","The Thief","False",1997,"Crime","Drama",NA,7.6,1126115,"96"
"1421",1998,"INTERNATIONAL FEATURE FILM","Beyond Silence","False",1996,"Drama",NA,NA,NA,NA,"109"
"143",1998,"INTERNATIONAL FEATURE FILM","Secrets of the Heart","False",1997,"Drama",NA,NA,NA,1727000,"105"
"600",1998,"WRITING","Donnie Brasco","False",1997,"Biography","Crime","Drama",7.7,41909762,"127"
"602",1998,"WRITING","L.A. Confidential","True",1997,"Crime","Drama","Mystery",8.2,64616940,"138"
"605",1998,"WRITING","The Wings of the Dove","False",1997,"Drama","Romance",NA,7.1,13718385,"102"
"606",1998,"WRITING","As Good as It Gets","False",1997,"Comedy","Drama","Romance",7.7,148478011,"139"
"607",1998,"WRITING","Good Will Hunting","True",1997,"Drama","Romance",NA,8.3,138433435,"126"
"1453",1998,"WRITING","The Sweet Hereafter","False",1997,"Drama",NA,NA,NA,5e+06,"112"
"1463",1998,"WRITING","Wag the Dog","False",1997,"Comedy","Drama",NA,NA,1.5e+07,"97"
"1471",1998,"WRITING","Boogie Nights","False",1997,"Drama",NA,NA,NA,1.5e+07,"156"
"148",1998,"WRITING","Deconstructing Harry","False",1997,"Comedy","Drama",NA,NA,2e+07,"96"
"1492",1998,"WRITING","The Full Monty","False",1997,"Comedy",NA,NA,NA,3500000,"91"
"611",1999,"BEST PICTURE","Elizabeth","False",1998,"Biography","Drama","History",7.4,30082699,"124"
"613",1999,"BEST PICTURE","Life Is Beautiful","False",1997,"Comedy","Drama","Romance",8.6,57598247,"116"
"615",1999,"BEST PICTURE","Saving Private Ryan","False",1998,"Drama","War",NA,8.6,216540909,"169"
"616",1999,"BEST PICTURE","Shakespeare in Love","True",1998,"Comedy","Drama","History",7.1,100317794,"123"
"618",1999,"BEST PICTURE","The Thin Red Line","False",1998,"Drama","History","War",7.6,36400491,"170"
"608",1999,"INTERNATIONAL FEATURE FILM","Children of Heaven","False",1997,"Drama","Family","Sport",8.2,933933,"89"
"609",1999,"INTERNATIONAL FEATURE FILM","Life Is Beautiful","True",1997,"Comedy","Drama","Romance",8.6,57598247,"116"
"1502",1999,"INTERNATIONAL FEATURE FILM","Central Station","False",1998,"Drama",NA,NA,NA,2900000,"113"
"151",1999,"INTERNATIONAL FEATURE FILM","The Grandfather","False",1998,"Drama",NA,NA,NA,NA,"151"
"152",1999,"INTERNATIONAL FEATURE FILM","Tango","False",1998,"Drama","Romance",NA,NA,NA,"115"
"620",1999,"WRITING","Gods and Monsters","True",1998,"Biography","Drama",NA,7.3,6390032,"105"
"621",1999,"WRITING","Out of Sight","False",1998,"Comedy","Crime","Drama",7,37562568,"123"
"624",1999,"WRITING","A Simple Plan","False",1998,"Crime","Drama","Thriller",7.5,16311763,"121"
"626",1999,"WRITING","The Thin Red Line","False",1998,"Drama","History","War",7.6,36400491,"170"
"628",1999,"WRITING","Bulworth","False",1998,"Comedy","Drama","Romance",6.8,26525834,"108"
"629",1999,"WRITING","Life Is Beautiful","False",1997,"Comedy","Drama","Romance",8.6,57598247,"116"
"631",1999,"WRITING","Saving Private Ryan","False",1998,"Drama","War",NA,8.6,216540909,"169"
"632",1999,"WRITING","Shakespeare in Love","True",1998,"Comedy","Drama","History",7.1,100317794,"123"
"1531",1999,"WRITING","Primary Colors","False",1998,"Drama",NA,NA,NA,6.5e+07,"143"
"1541",1999,"WRITING","The Truman Show","False",1998,"Comedy","Drama",NA,NA,6e+07,"103"
"635",2000,"BEST PICTURE","The Cider House Rules","False",1999,"Drama","Romance",NA,7.4,57545092,"126"
"636",2000,"BEST PICTURE","The Green Mile","False",1999,"Crime","Drama","Fantasy",8.6,136801374,"189"
"639",2000,"BEST PICTURE","The Insider","False",1999,"Biography","Drama","Thriller",7.8,28965197,"157"
"641",2000,"BEST PICTURE","The Sixth Sense","False",1999,"Drama","Mystery","Thriller",8.2,293506292,"107"
"1565",2000,"BEST PICTURE","American Beauty","True",1999,"Drama",NA,NA,NA,1.5e+07,"122"
"634",2000,"INTERNATIONAL FEATURE FILM","Under the Sun","False",1998,"Drama","Romance",NA,6.8,288083,"130"
"1552",2000,"INTERNATIONAL FEATURE FILM","Solomon and Gaenor","False",1999,NA,NA,NA,NA,NA,"105"
"531",2000,"INTERNATIONAL FEATURE FILM","All about My Mother","True",NA,NA,NA,NA,NA,NA,NA
"543",2000,"INTERNATIONAL FEATURE FILM","Caravan","False",NA,NA,NA,NA,NA,NA,NA
"553",2000,"INTERNATIONAL FEATURE FILM","East-West","False",NA,NA,NA,NA,NA,NA,NA
"643",2000,"WRITING","The Cider House Rules","True",1999,"Drama","Romance",NA,7.4,57545092,"126"
"644",2000,"WRITING","Election","False",1999,"Comedy","Romance",NA,7.3,14879556,"103"
"645",2000,"WRITING","The Green Mile","False",1999,"Crime","Drama","Fantasy",8.6,136801374,"189"
"648",2000,"WRITING","The Insider","False",1999,"Biography","Drama","Thriller",7.8,28965197,"157"
"650",2000,"WRITING","The Talented Mr. Ripley","False",1999,"Crime","Drama","Thriller",7.4,81298265,"139"
"652",2000,"WRITING","Being John Malkovich","False",1999,"Comedy","Drama","Fantasy",7.8,22858926,"113"
"653",2000,"WRITING","The Sixth Sense","False",1999,"Drama","Mystery","Thriller",8.2,293506292,"107"
"655",2000,"WRITING","Topsy-Turvy","False",1999,"Biography","Comedy","Drama",7.4,6201757,"160"
"157",2000,"WRITING","American Beauty","True",1999,"Drama",NA,NA,NA,1.5e+07,"122"
"1581",2000,"WRITING","Magnolia","False",1999,"Drama",NA,NA,NA,3.7e+07,"189"
"663",2001,"BEST PICTURE","Chocolat","False",2000,"Drama","Romance",NA,7.3,71509363,"121"
"664",2001,"BEST PICTURE","Crouching Tiger, Hidden Dragon","False",2000,"Action","Adventure","Drama",7.9,128078872,"120"
"667",2001,"BEST PICTURE","Erin Brockovich","False",2000,"Biography","Drama",NA,7.4,125595205,"131"
"668",2001,"BEST PICTURE","Gladiator","True",2000,"Action","Adventure","Drama",8.5,187705427,"155"
"670",2001,"BEST PICTURE","Traffic","False",2000,"Crime","Drama","Thriller",7.6,124115725,"147"
"657",2001,"INTERNATIONAL FEATURE FILM","Amores Perros","False",2000,"Drama","Thriller",NA,8.1,5383834,"154"
"658",2001,"INTERNATIONAL FEATURE FILM","Crouching Tiger, Hidden Dragon","True",2000,"Action","Adventure","Drama",7.9,128078872,"120"
"661",2001,"INTERNATIONAL FEATURE FILM","Divided We Fall","False",2000,"Comedy","Drama","War",7.6,1320112,"117"
"662",2001,"INTERNATIONAL FEATURE FILM","The Taste of Others","False",2000,"Comedy","Drama","Romance",7.2,635282,"112"
"561",2001,"INTERNATIONAL FEATURE FILM","Everybody Famous!","False",NA,NA,NA,NA,NA,NA,NA
"672",2001,"WRITING","Chocolat","False",2000,"Drama","Romance",NA,7.3,71509363,"121"
"673",2001,"WRITING","Crouching Tiger, Hidden Dragon","False",2000,"Action","Adventure","Drama",7.9,128078872,"120"
"676",2001,"WRITING","O Brother, Where Art Thou?","False",2000,"Adventure","Comedy","Crime",7.7,45512588,"107"
"678",2001,"WRITING","Traffic","True",2000,"Crime","Drama","Thriller",7.6,124115725,"147"
"680",2001,"WRITING","Almost Famous","True",2000,"Adventure","Comedy","Drama",7.9,32534850,"122"
"681",2001,"WRITING","Erin Brockovich","False",2000,"Biography","Drama",NA,7.4,125595205,"131"
"682",2001,"WRITING","Gladiator","False",2000,"Action","Adventure","Drama",8.5,187705427,"155"
"1591",2001,"WRITING","Wonder Boys","False",2000,"Comedy","Drama",NA,NA,3.5e+07,"111"
"1602",2001,"WRITING","Billy Elliot","False",2000,"Drama","Comedy","Music",NA,5e+06,"110"
"1616",2001,"WRITING","You Can Count on Me","False",2000,"Drama","Family",NA,NA,NA,"111"
"684",2002,"ANIMATED FEATURE FILM","Jimmy Neutron: Boy Genius","False",2001,"Animation","Action","Adventure",6,80936232,"82"
"689",2002,"ANIMATED FEATURE FILM","Monsters, Inc.","False",2001,"Animation","Adventure","Comedy",8.1,289916256,"92"
"693",2002,"ANIMATED FEATURE FILM","Shrek","True",2001,"Animation","Adventure","Comedy",7.9,267665011,"90"
"702",2002,"BEST PICTURE","A Beautiful Mind","True",2001,"Biography","Drama",NA,8.2,170742341,"135"
"703",2002,"BEST PICTURE","Gosford Park","False",2001,"Comedy","Drama","Mystery",7.2,41308615,"137"
"704",2002,"BEST PICTURE","In the Bedroom","False",2001,"Crime","Drama",NA,7.4,35930604,"131"
"705",2002,"BEST PICTURE","The Lord of the Rings: The Fellowship of the Ring","False",2001,"Action","Adventure","Drama",8.8,315544750,"178"
"581",2002,"BEST PICTURE","Moulin Rouge","False",NA,NA,NA,NA,NA,NA,NA
"698",2002,"INTERNATIONAL FEATURE FILM","Amélie","False",2001,"Comedy","Romance",NA,8.3,33225499,"122"
"699",2002,"INTERNATIONAL FEATURE FILM","No Man's Land","True",2000,"Drama","Romance","War",7.2,NA,"90"
"700",2002,"INTERNATIONAL FEATURE FILM","No Man's Land","True",2001,"Comedy","Drama","War",7.9,1059830,"98"
"162",2002,"INTERNATIONAL FEATURE FILM","Elling","False",2001,"Comedy","Drama",NA,NA,NA,"89"
"163",2002,"INTERNATIONAL FEATURE FILM","Son of the Bride","False",2001,"Comedy","Drama","Romance",NA,NA,"123"
"574",2002,"INTERNATIONAL FEATURE FILM","Lagaan","False",NA,NA,NA,NA,NA,NA,NA
"708",2002,"WRITING","A Beautiful Mind","True",2001,"Biography","Drama",NA,8.2,170742341,"135"
"709",2002,"WRITING","In the Bedroom","False",2001,"Crime","Drama",NA,7.4,35930604,"131"
"710",2002,"WRITING","The Lord of the Rings: The Fellowship of the Ring","False",2001,"Action","Adventure","Drama",8.8,315544750,"178"
"713",2002,"WRITING","Shrek","False",2001,"Animation","Adventure","Comedy",7.9,267665011,"90"
"718",2002,"WRITING","Amélie","False",2001,"Comedy","Romance",NA,8.3,33225499,"122"
"719",2002,"WRITING","Gosford Park","True",2001,"Comedy","Drama","Mystery",7.2,41308615,"137"
"720",2002,"WRITING","Memento","False",2000,"Mystery","Thriller",NA,8.4,25544867,"113"
"722",2002,"WRITING","Monster's Ball","False",2001,"Drama","Romance",NA,7.1,31252964,"111"
"164",2002,"WRITING","Ghost World","False",2001,"Comedy","Drama",NA,NA,7e+06,"111"
"1651",2002,"WRITING","The Royal Tenenbaums","False",2001,"Comedy","Drama",NA,NA,2.1e+07,"110"
"723",2003,"ANIMATED FEATURE FILM","Ice Age","False",2002,"Animation","Adventure","Comedy",7.5,176387405,"81"
"726",2003,"ANIMATED FEATURE FILM","Lilo & Stitch","False",2002,"Animation","Adventure","Comedy",7.3,145794338,"85"
"731",2003,"ANIMATED FEATURE FILM","Spirit: Stallion of the Cimarron","False",2002,"Animation","Adventure","Drama",7.2,73280117,"83"
"734",2003,"ANIMATED FEATURE FILM","Spirited Away","True",2001,"Animation","Adventure","Family",8.6,10055859,"125"
"739",2003,"ANIMATED FEATURE FILM","Treasure Planet","False",2002,"Animation","Adventure","Family",7.2,38176783,"95"
"750",2003,"BEST PICTURE","Chicago","True",2002,"Comedy","Crime","Musical",7.2,170687518,"113"
"751",2003,"BEST PICTURE","Gangs of New York","False",2002,"Crime","Drama",NA,7.5,77812000,"167"
"752",2003,"BEST PICTURE","The Hours","False",2002,"Drama","Romance",NA,7.5,41675994,"110"
"753",2003,"BEST PICTURE","The Lord of the Rings: The Two Towers","False",2002,"Action","Adventure","Drama",8.8,342551365,"179"
"756",2003,"BEST PICTURE","The Pianist","False",2002,"Biography","Drama","Music",8.5,32572577,"150"
"744",2003,"INTERNATIONAL FEATURE FILM","Hero","False",2002,"Action","Adventure","Drama",7.9,53710019,"120"
"746",2003,"INTERNATIONAL FEATURE FILM","Nowhere in Africa","True",2001,"Biography","Drama","History",7.5,6173485,"141"
"748",2003,"INTERNATIONAL FEATURE FILM","Zus & Zo","False",2001,"Comedy","Fantasy","Romance",6.1,28397,"106"
"591",2003,"INTERNATIONAL FEATURE FILM","El Crimen del Padre Amaro","False",NA,NA,NA,NA,NA,NA,NA
"603",2003,"INTERNATIONAL FEATURE FILM","The Man without a Past","False",NA,NA,NA,NA,NA,NA,NA
"758",2003,"WRITING","About a Boy","False",2002,"Comedy","Drama","Romance",7.1,41385278,"101"
"759",2003,"WRITING","Chicago","False",2002,"Comedy","Crime","Musical",7.2,170687518,"113"
"760",2003,"WRITING","The Hours","False",2002,"Drama","Romance",NA,7.5,41675994,"110"
"761",2003,"WRITING","The Pianist","True",2002,"Biography","Drama","Music",8.5,32572577,"150"
"763",2003,"WRITING","Far from Heaven","False",2002,"Drama","Romance",NA,7.3,15854988,"107"
"764",2003,"WRITING","Gangs of New York","False",2002,"Crime","Drama",NA,7.5,77812000,"167"
"765",2003,"WRITING","My Big Fat Greek Wedding","False",2002,"Comedy","Drama","Romance",6.6,241438208,"95"
"766",2003,"WRITING","Talk to Her","True",2002,"Drama","Mystery","Romance",7.9,9284265,"112"
"1662",2003,"WRITING","Y Tu Mamá También","False",2001,"Drama","Romance",NA,NA,5e+06,"106"
"617",2003,"WRITING","Adaptation","False",NA,NA,NA,NA,NA,NA,NA
"768",2004,"ANIMATED FEATURE FILM","Brother Bear","False",2003,"Animation","Adventure","Comedy",6.8,85336277,"85"
"772",2004,"ANIMATED FEATURE FILM","Finding Nemo","True",2003,"Animation","Adventure","Comedy",8.2,380843261,"100"
"775",2004,"ANIMATED FEATURE FILM","The Triplets of Belleville","False",2003,"Animation","Adventure","Comedy",7.7,7002255,"80"
"785",2004,"BEST PICTURE","The Lord of the Rings: The Return of the King","True",2003,"Action","Adventure","Drama",9,377845905,"201"
"788",2004,"BEST PICTURE","Master and Commander: The Far Side of the World","False",2003,"Action","Adventure","Drama",7.4,93927920,"138"
"791",2004,"BEST PICTURE","Mystic River","False",2003,"Crime","Drama","Mystery",7.9,90135191,"138"
"794",2004,"BEST PICTURE","Seabiscuit","False",2003,"Drama","History","Sport",7.3,120277854,"140"
"1682",2004,"BEST PICTURE","Lost in Translation","False",2003,"Drama","Romance","Comedy",NA,4e+06,"102"
"777",2004,"INTERNATIONAL FEATURE FILM","The Barbarian Invasions","True",2003,"Comedy","Crime","Drama",7.5,3432342,"99"
"780",2004,"INTERNATIONAL FEATURE FILM","The Twilight Samurai","False",2002,"Drama","Romance",NA,8.1,NA,"129"
"781",2004,"INTERNATIONAL FEATURE FILM","Twin Sisters","False",2002,"Drama","Romance","War",7.4,1207,"137"
"783",2004,"INTERNATIONAL FEATURE FILM","Zelary","False",2003,"Drama","Romance","War",7.6,329723,"150"
"1671",2004,"INTERNATIONAL FEATURE FILM","Evil","False",2003,"Drama",NA,NA,NA,NA,"113"
"796",2004,"WRITING","American Splendor","False",2003,"Biography","Comedy","Drama",7.4,6003587,"101"
"797",2004,"WRITING","City of God","False",2002,"Crime","Drama",NA,8.6,7563397,"130"
"798",2004,"WRITING","The Lord of the Rings: The Return of the King","True",2003,"Action","Adventure","Drama",9,377845905,"201"
"801",2004,"WRITING","Mystic River","False",2003,"Crime","Drama","Mystery",7.9,90135191,"138"
"804",2004,"WRITING","Seabiscuit","False",2003,"Drama","History","Sport",7.3,120277854,"140"
"806",2004,"WRITING","The Barbarian Invasions","False",2003,"Comedy","Crime","Drama",7.5,3432342,"99"
"809",2004,"WRITING","Dirty Pretty Things","False",2002,"Crime","Drama","Thriller",7.3,8111360,"97"
"811",2004,"WRITING","Finding Nemo","False",2003,"Animation","Adventure","Comedy",8.2,380843261,"100"
"1691",2004,"WRITING","In America","False",2003,"Drama","Family",NA,NA,NA,"105"
"1701",2004,"WRITING","Lost in Translation","True",2003,"Drama","Romance","Comedy",NA,4e+06,"102"
"814",2005,"ANIMATED FEATURE FILM","The Incredibles","True",2004,"Animation","Action","Adventure",8,261441092,"115"
"818",2005,"ANIMATED FEATURE FILM","Shark Tale","False",2004,"Animation","Adventure","Comedy",6,160861908,"90"
"822",2005,"ANIMATED FEATURE FILM","Shrek 2","False",2004,"Animation","Adventure","Comedy",7.3,436471036,"93"
"832",2005,"BEST PICTURE","The Aviator","False",2004,"Biography","Drama",NA,7.5,102608827,"170"
"833",2005,"BEST PICTURE","Finding Neverland","False",2004,"Biography","Drama","Family",7.7,51680613,"106"
"835",2005,"BEST PICTURE","Million Dollar Baby","True",2004,"Drama","Sport",NA,8.1,100492203,"132"
"836",2005,"BEST PICTURE","Ray","False",2004,"Biography","Drama","Music",7.7,75331600,"152"
"837",2005,"BEST PICTURE","Sideways","False",2004,"Comedy","Drama","Romance",7.5,71503593,"127"
"827",2005,"INTERNATIONAL FEATURE FILM","As It Is in Heaven","False",2004,"Comedy","Drama","Music",7.5,9910,"133"
"828",2005,"INTERNATIONAL FEATURE FILM","Downfall","False",2004,"Biography","Drama","History",8.2,5509040,"156"
"831",2005,"INTERNATIONAL FEATURE FILM","The Sea Inside","True",2004,"Biography","Drama",NA,8,2086345,"126"
"1712",2005,"INTERNATIONAL FEATURE FILM","Yesterday","False",2004,"Drama",NA,NA,NA,NA,"96"
"623",2005,"INTERNATIONAL FEATURE FILM","The Chorus (Les Choristes)","False",NA,NA,NA,NA,NA,NA,NA
"838",2005,"WRITING","Before Sunset","False",2004,"Drama","Romance",NA,8.1,5820649,"80"
"839",2005,"WRITING","Finding Neverland","False",2004,"Biography","Drama","Family",7.7,51680613,"106"
"841",2005,"WRITING","Million Dollar Baby","False",2004,"Drama","Sport",NA,8.1,100492203,"132"
"842",2005,"WRITING","The Motorcycle Diaries","False",2004,"Adventure","Biography","Drama",7.7,16781387,"126"
"844",2005,"WRITING","Sideways","True",2004,"Comedy","Drama","Romance",7.5,71503593,"127"
"845",2005,"WRITING","The Aviator","False",2004,"Biography","Drama",NA,7.5,102608827,"170"
"846",2005,"WRITING","Eternal Sunshine of the Spotless Mind","True",2004,"Drama","Romance","Sci-Fi",8.3,34400301,"108"
"848",2005,"WRITING","Hotel Rwanda","False",2004,"Biography","Drama","History",8.1,23530892,"121"
"851",2005,"WRITING","The Incredibles","False",2004,"Animation","Action","Adventure",8,261441092,"115"
"855",2005,"WRITING","Vera Drake","False",2004,"Crime","Drama",NA,7.7,3753806,"125"
"856",2006,"ANIMATED FEATURE FILM","Howl's Moving Castle","False",2004,"Animation","Adventure","Family",8.2,4711096,"119"
"633",2006,"ANIMATED FEATURE FILM","Tim Burton's Corpse Bride","False",NA,NA,NA,NA,NA,NA,NA
"642",2006,"ANIMATED FEATURE FILM","Wallace & Gromit in The Curse of the Were-Rabbit","True",NA,NA,NA,NA,NA,NA,NA
"865",2006,"BEST PICTURE","Brokeback Mountain","False",2005,"Drama","Romance",NA,7.7,83043761,"134"
"866",2006,"BEST PICTURE","Capote","False",2005,"Biography","Crime","Drama",7.3,28747570,"114"
"869",2006,"BEST PICTURE","Crash","True",2004,"Crime","Drama","Thriller",7.8,54580300,"112"
"871",2006,"BEST PICTURE","Good Night, and Good Luck.","False",2005,"Biography","Drama","History",7.4,31501218,"93"
"873",2006,"BEST PICTURE","Munich","False",2005,"Action","Drama","History",7.5,47403685,"164"
"860",2006,"INTERNATIONAL FEATURE FILM","Don't Tell","False",2005,"Drama","Mystery",NA,6.4,27105,"120"
"861",2006,"INTERNATIONAL FEATURE FILM","Paradise Now","False",2005,"Crime","Drama","Thriller",7.4,1452402,"91"
"864",2006,"INTERNATIONAL FEATURE FILM","Tsotsi","True",2005,"Crime","Drama",NA,7.2,2912363,"94"
"654",2006,"INTERNATIONAL FEATURE FILM","Joyeux Noël","False",NA,NA,NA,NA,NA,NA,NA
"666",2006,"INTERNATIONAL FEATURE FILM","Sophie Scholl - The Final Days","False",NA,NA,NA,NA,NA,NA,NA
"876",2006,"WRITING","Brokeback Mountain","True",2005,"Drama","Romance",NA,7.7,83043761,"134"
"877",2006,"WRITING","Capote","False",2005,"Biography","Crime","Drama",7.3,28747570,"114"
"880",2006,"WRITING","The Constant Gardener","False",2005,"Drama","Mystery","Romance",7.4,33579797,"129"
"883",2006,"WRITING","A History of Violence","False",2005,"Action","Crime","Drama",7.4,31493782,"96"
"886",2006,"WRITING","Munich","False",2005,"Action","Drama","History",7.5,47403685,"164"
"889",2006,"WRITING","Crash","True",2004,"Crime","Drama","Thriller",7.8,54580300,"112"
"891",2006,"WRITING","Good Night, and Good Luck.","False",2005,"Biography","Drama","History",7.4,31501218,"93"
"893",2006,"WRITING","Match Point","False",2005,"Drama","Romance","Thriller",7.6,23089926,"124"
"895",2006,"WRITING","Syriana","False",2005,"Drama","Thriller",NA,6.9,50824620,"128"
"1721",2006,"WRITING","The Squid and the Whale","False",2005,"Comedy","Drama",NA,NA,1500000,"81"
"896",2007,"ANIMATED FEATURE FILM","Cars","False",2006,"Animation","Adventure","Comedy",7.2,244082982,"117"
"900",2007,"ANIMATED FEATURE FILM","Happy Feet","True",2006,"Animation","Adventure","Comedy",6.4,198000317,"108"
"904",2007,"ANIMATED FEATURE FILM","Monster House","False",2006,"Animation","Comedy","Family",6.6,73661010,"91"
"912",2007,"BEST PICTURE","The Departed","True",2006,"Crime","Drama","Thriller",8.5,132384315,"151"
"914",2007,"BEST PICTURE","Letters from Iwo Jima","False",2006,"Action","Adventure","Drama",7.9,13756082,"141"
"918",2007,"BEST PICTURE","The Queen","False",2006,"Biography","Drama",NA,7.3,56441711,"103"
"175",2007,"BEST PICTURE","Babel","False",2006,"Drama",NA,NA,NA,2.5e+07,"143"
"176",2007,"BEST PICTURE","Little Miss Sunshine","False",2006,"Comedy","Drama",NA,NA,8e+06,"102"
"908",2007,"INTERNATIONAL FEATURE FILM","The Lives of Others","True",2006,"Drama","Mystery","Thriller",8.4,11286112,"137"
"910",2007,"INTERNATIONAL FEATURE FILM","Pan's Labyrinth","False",2006,"Drama","Fantasy","War",8.2,37634615,"118"
"173",2007,"INTERNATIONAL FEATURE FILM","After the Wedding","False",2006,"Drama",NA,NA,NA,NA,"124"
"1743",2007,"INTERNATIONAL FEATURE FILM","Water","False",2005,"Romance","Drama",NA,NA,NA,"115"
"671",2007,"INTERNATIONAL FEATURE FILM","Days of Glory (Indigènes)","False",NA,NA,NA,NA,NA,NA,NA
"919",2007,"WRITING","Children of Men","False",2006,"Action","Drama","Sci-Fi",7.9,35552383,"109"
"922",2007,"WRITING","The Departed","True",2006,"Crime","Drama","Thriller",8.5,132384315,"151"
"924",2007,"WRITING","Little Children","False",2006,"Drama","Romance",NA,7.5,5463019,"137"
"925",2007,"WRITING","Notes on a Scandal","False",2006,"Crime","Drama","Romance",7.4,17508670,"92"
"928",2007,"WRITING","Letters from Iwo Jima","False",2006,"Action","Adventure","Drama",7.9,13756082,"141"
"932",2007,"WRITING","Pan's Labyrinth","False",2006,"Drama","Fantasy","War",8.2,37634615,"118"
"934",2007,"WRITING","The Queen","False",2006,"Biography","Drama",NA,7.3,56441711,"103"
"177",2007,"WRITING","Babel","False",2006,"Drama",NA,NA,NA,2.5e+07,"143"
"1781",2007,"WRITING","Little Miss Sunshine","True",2006,"Comedy","Drama",NA,NA,8e+06,"102"
"685",2007,"WRITING","Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","False",NA,NA,NA,NA,NA,NA,NA
"935",2008,"ANIMATED FEATURE FILM","Persepolis","False",2007,"Animation","Biography","Drama",8,4445756,"96"
